neutral,RT @seujoca: Laudo reforça elementos contra Lula no caso do terreno do instituto - O Antagonista https://t.co/JVmWbz0Djw
positive,RT @DeputadoFederal: ZANIN: PERÍCIA DA PF DERRUBA ACUSAÇÃO CONTRA LULA !! https://t.co/d56R5hJhYq
neutral,RT @AnnaLuGama: Hoje em SBC em frente ao prédio que mora o nosso querido presidente Lula  foi inaugurado um Comitê de Coletivos pela dem…
neutral,RT @o_antagonista: Laudo afasta tese de nulidade das provas contra Lula https://t.co/DebV5w83dl
neutral,RT @patativaparana: Para defesa de LULA perícia da PF derruba acusação ao confirmar destruição e manipulação de arquivos.#EleiçãoSemLulaE…
negative,RT @pretab7: So pq pedi ele pra matar uma libélula https://t.co/lFwfUFNPC8
negative,RT @Florisrs: A farsa ja foi desmontada várias vezes. Não existe uma única acusação contra Lula em pé. Mas não vem ao caso. Dalagnol e Mo…
negative,RT @RickyWill0309: Mas não é do PT e não foi para Lula. Então não vêm ao caso. https://t.co/DUikJNlpuX
neutral,RT @bslvra: Assistir ao filme da lava jato hoje em dia é maravilhoso pq tudo aquilo que é retratado como "evitado" pela força tarefa (gramp…
negative,@woaahiio @maycola1033 ASKODAKOADKOSAKO Acho que nem o lula cai nessa KKKKKKKKKKKKK #SHIPPO #VOUSERPADRINHODOCASAMENTO
neutral,Lula ou Dilma? — nulo https://t.co/lU7PosP5fy
neutral,@brasil247 Lula é um homem acabado. Jogou no lixo os sorrisos que a vida lhe deu. É o mastro central ainda em pé da… https://t.co/4dSc0Dr3En
negative,RT @PauloPolitica: É isso que os brasileiros têm  que entender. Este Lula surfou surfou na onda do crescimento da China e roubou descaradam…
neutral,RT @patativaparana: Para defesa de LULA perícia da PF derruba acusação ao confirmar destruição e manipulação de arquivos.#EleiçãoSemLulaE…
neutral,RT @Ary_AntiPT: Mais estranho que as transacoes financeiras da SM doleiro Adir Assad com a GEOBASE comandada pela nora de Lula e pela sogra…
neutral,@EdGaarcia Sim. Quando votei no Lula e vi agora como ele deixou meu país.
neutral,RT @DiarioPE: Gleisi critica demora do STF em julgar habeas corpus preventivo de Lulahttps://t.co/zn9ag8Q8Hg https://t.co/19buiPntyf
positive,RT @Ary_AntiPT: Geobase Construcao e Pavimentacao Ltda...Telefone : (11) 2275-7461 / (11) 2277-9088Email : renata@geobase.net.brA NOR…
positive,RT @junior34123: Nomeado por Lula Toffoli engaveta pedido da PF para ouvir Gleisi https://t.co/wXeY1ttp6r via @ceticismopolitico
positive,RT @GABRlELPlNHElRO: Quem é fake news Fantástico?A imprensa espalhou a mentira de que Bono iria ao julgamento de Lula https://t.co/0YowX…
positive,RT @RoseVLB: 📣 Dilma e lula elogiando Rocha Loures ☝️👇👇👇👇 https://t.co/SbeLqUgYr9
neutral,RT @LcdClaus: @Martinhosv @_mmcabral128 realmente...se preocupar com lavagem de dinheiro e tráfico de influência....porra 15 milhões num e…
negative,Ninguém gosta de mim será q sou o Lula?
neutral,RT @o_antagonista: Laudo afasta tese de nulidade das provas contra Lula https://t.co/DebV5w83dl
negative,RT @PanichiRaphael: Compartilhem para não deixar a Censura vencer!Facebook excluiu esse vídeo da página do Avança Brasil @AvancaBrasil_ F…
neutral,RT @brasil247: Farsa da Lava Jato para condenar Lula de novo é grotesca | Brasil 24/7 Por Jeferson Miola https://t.co/GWy94IDg6W via @brasi…
neutral,RT @SocialistiPhone: Passa dizendo que luta contra a concentração de riqueza pra logo depois defender o Lula que paga 50 MILHÕES de honorá…
positive,RT @MarivoneProf: Boa noite amigos. Todos convidados pra participar da corrente do bem#EsquerdistasSeguemEsquerdistas  para defendermos Lu…
neutral,RT @conexaopolitica: ARTIGO: Jair Messias Bolsonaro é o único presidenciável anti-Lula e anti-sistema na disputa presidencial 2018.Coluni…
neutral,RT @MBLivre: Ricardo Lewandowski está voltando com suas maldades e quer tentar salvar o Lula de ser preso. Assista e entenda. https://t.co/…
positive,RT @DeputadoFederal: ZANIN: PERÍCIA DA PF DERRUBA ACUSAÇÃO CONTRA LULA !! https://t.co/d56R5hJhYq
neutral,@pauloteixeira13 @DeputadoFederal #FakeEleição é Lula na disputa.
neutral,https://t.co/EISX34Gt66 JATO BORRANDO PERNAS ABAIXO.
neutral,RT @DeputadoFederal: Para defesa de Lula perícia da Polícia Federal derruba acusação ao confirmar destruição e manipulação de arquivos !!…
positive,RT @rosa_vicentee: @MarivoneProf Boa noite Mari.. conte comigo amore#EsquerdistasSeguemEsquerdistas  para defendermos Lula e a democracia…
neutral,RT @MirandaSa_: A OAB devia deixar de estar vigiando as FFAA no combate ao crime e combater o crime na própria entidade! https://t.co/fteNa…
neutral,RT @berocorreia: @FlaRobSal @SoaresS90604441 @jerimunzinho @Castro2Monica @branca_maranhao @Edilamar_ @p4ulomagalhaes Minhas filhas se form…
positive,Adicionei um vídeo a uma playlist @YouTube https://t.co/WCxmhzxzFp Do Vox Populi Diz Que Lula Vence Eleição Até Preso
neutral,RT @HumbertoReisJr: 👑O deputado federal Luiz Carlos Hauly (PSDB-PR) apresentou um projeto de lei para impedir que ex-presidentes condenados…
neutral,RT @CarmeIoNeto: Do PT estão no xilindró 3 ex-presidentes 5 secretários 3 tesoureiros e os ex-líderes do governo na Câmara e no Senado.…
neutral,RT @muylaerte: Cármen Lúcia pode 'apequenar' STF ou deixar Lula seguir seu caminho natural para a prisão https://t.co/XCUU7jN7pL https://t.…
neutral,RT @leandroruschel: Agora vocês entendem o que Lula quis dizer quando afirmou alguns anos atrás que na Venezuela havia "democracia até dema…
neutral,RT @Dalfolinho2: Manifesto rechaça Ciro e defende candidatura Lula https://t.co/eoMSW6ynVF via @brasil247
neutral,Dono do Vox Populi diz que Lula vence eleição até preso https://t.co/D8dt2YAFYs
negative,@jeandartora @wadih_damous @o_antagonista Lula passou na cara do juizeco qd teve em Curitiba. disse que a culpa do… https://t.co/SCMCV7ODoT
positive,RT @FlaRobSal: @SoaresS90604441 @berocorreia @jerimunzinho @Castro2Monica @branca_maranhao @Edilamar_ @p4ulomagalhaes De alguma forma todos…
positive,RT @GABRlELPlNHElRO: Quem é fake news Fantástico?A imprensa espalhou a mentira de que Bono iria ao julgamento de Lula https://t.co/0YowX…
neutral,URGENTE! Zanin: perícia da PF derruba acusação contra Lula https://t.co/b3U60lyVlH
neutral,RT @FatosNacionais: Enquanto Carmen Lúcia não põe em pauta a prisão após segunda instância esperando que Lula seja preso Temer busca apoi…
neutral,RT @jefer234: Nao levo jeito pra vidente sempre estive contra Intervencao das FFAA mas hoje nao tenho duvida havera intervencao militar…
neutral,RT @perugo_: Porque será que a grande maioria que foi contra os governos Lula e Dilma tem algo a esconder com a justiça? Corruptos bandi…
neutral,Dono Do Vox Populi Diz Que Lula Vence Eleição Até Preso: https://t.co/jCKCYbFIiG via @YouTube
positive,RT @RoseVLB: 📣 Dilma e lula elogiando Rocha Loures ☝️👇👇👇👇 https://t.co/SbeLqUgYr9
neutral,RT @Paulox36: Juca Kfouri continua fiel a Lula "por um Brasil decente" (muito decente!). Vive criticando a desonestidade da CBF mas já fal…
positive,RT @RoseVLB: 📣 Dilma e lula elogiando Rocha Loures ☝️👇👇👇👇 https://t.co/SbeLqUgYr9
neutral,RT @patativaparana: Para defesa de LULA perícia da PF derruba acusação ao confirmar destruição e manipulação de arquivos.#EleiçãoSemLulaE…
neutral,Lava Jato vê indícios de repasses ilegais a advogado de Lula https://t.co/a7x5JBh31H
positive,@Ricamconsult Alguns nomes da oligarquia:LulaDilmaZé DirceuMercadantePatrusE vários outros pétalas que asso… https://t.co/ybf8A60bbQ
neutral,RT @HumbertoReisJr: 👑Palavras de Lula o maior charlatão que já existiu na história do Brasil:” Políticos profissionais são aqueles que s…
negative,RT @Florisrs: A farsa ja foi desmontada várias vezes. Não existe uma única acusação contra Lula em pé. Mas não vem ao caso. Dalagnol e Mo…
neutral,RT @Gutbyra: Advogado mais solidário do que o de Lula que no final do processo acaba sendo preso com o cliente é impossível.
